jerseyNum,distance,gameId,team,date,week,playerName,playerId,dob,height,age
1,7784.264977096296,3834,France,2022-11-26T16:00:00Z,2,Hugo Lloris,61,1986-12-26,188,35
4,9926.673310484539,3834,France,2022-11-26T16:00:00Z,2,Raphael Varane,1675,1993-04-25,191,29
5,13325.553732802642,3834,France,2022-11-26T16:00:00Z,2,Jules Kounde,1789,1998-11-12,180,24
7,13298.234274534849,3834,France,2022-11-26T16:00:00Z,2,Antoine Griezmann,1534,1991-03-21,176,31
8,13753.416498167975,3834,France,2022-11-26T16:00:00Z,2,Aurélien Tchouaméni,3888,2000-01-27,188,22
9,9152.597224336881,3834,France,2022-11-26T16:00:00Z,2,Olivier Giroud,113,1986-09-30,192,36
10,13728.927375338164,3834,France,2022-11-26T16:00:00Z,2,Kylian Mbappé,3870,1998-12-20,178,23
11,9886.658381482519,3834,France,2022-11-26T16:00:00Z,2,Ousmane Dembele,1532,1997-05-15,178,25
13,591.8237991965342,3834,France,2022-11-26T16:00:00Z,2,Youssouf Fofana,3890,1999-01-10,185,23
14,14460.831963827712,3834,France,2022-11-26T16:00:00Z,2,Adrien Rabiot,8054,1995-04-03,188,27
18,13106.823650519156,3834,France,2022-11-26T16:00:00Z,2,Dayot Upamecano,4606,1998-10-27,186,24
20,3153.861267171307,3834,France,2022-11-26T16:00:00Z,2,Kingsley Coman,4622,1996-06-13,181,26
22,13158.646409401157,3834,France,2022-11-26T16:00:00Z,2,Theo Hernandez,8583,1997-10-06,184,25
24,2904.3809329069436,3834,France,2022-11-26T16:00:00Z,2,Ibrahima Konaté,5097,1999-05-25,194,23
26,5595.53998853023,3834,France,2022-11-26T16:00:00Z,2,Marcus Thuram,4712,1997-08-06,192,25
3,12462.42343040509,3849,France,2022-11-30T15:00:00Z,3,Axel Disasi,3878,1998-03-11,190,24
4,8094.892175908382,3849,France,2022-11-30T15:00:00Z,3,Raphael Varane,1675,1993-04-25,191,29
6,11104.139532466634,3849,France,2022-11-30T15:00:00Z,3,Mattéo Guendouzi,158,1999-04-14,185,23
7,3506.4855709987082,3849,France,2022-11-30T15:00:00Z,3,Antoine Griezmann,1534,1991-03-21,176,31
8,12764.844406543669,3849,France,2022-11-30T15:00:00Z,3,Aurélien Tchouaméni,3888,2000-01-27,188,22
10,3767.1225944987495,3849,France,2022-11-30T15:00:00Z,3,Kylian Mbappé,3870,1998-12-20,178,23
11,2465.937444081569,3849,France,2022-11-30T15:00:00Z,3,Ousmane Dembele,1532,1997-05-15,178,25
12,12520.506544140913,3849,France,2022-11-30T15:00:00Z,3,Randal Kolo Muani,4194,1998-12-05,187,24
13,9717.94647997793,3849,France,2022-11-30T15:00:00Z,3,Youssouf Fofana,3890,1999-01-10,185,23
14,4706.3753954419535,3849,France,2022-11-30T15:00:00Z,3,Adrien Rabiot,8054,1995-04-03,188,27
15,8952.914422727876,3849,France,2022-11-30T15:00:00Z,3,Jordan Veretout,10756,1993-03-01,177,29
16,4720.237864975031,3849,France,2022-11-30T15:00:00Z,3,Steve Mandanda,3968,1985-03-28,187,37
17,4055.014416448611,3849,France,2022-11-30T15:00:00Z,3,William Saliba,1895,2001-03-24,192,21
20,8786.545849800445,3849,France,2022-11-30T15:00:00Z,3,Kingsley Coman,4622,1996-06-13,181,26
24,11518.849187975804,3849,France,2022-11-30T15:00:00Z,3,Ibrahima Konaté,5097,1999-05-25,194,23
25,12499.605800563859,3849,France,2022-11-30T15:00:00Z,3,Eduardo Camavinga,4012,2002-11-10,182,20
3,10153.742032008324,3816,Argentina,2022-11-22T10:00:00Z,1,Nicolas Tagliafico,8025,1992-08-31,172,30
5,7887.814562189208,3816,Argentina,2022-11-22T10:00:00Z,1,Leandro Paredes,3856,1994-06-29,180,28
7,13784.492836308411,3816,Argentina,2022-11-22T10:00:00Z,1,Rodrigo de Paul,6895,1994-05-24,180,28
8,4265.304455082553,3816,Argentina,2022-11-22T10:00:00Z,1,Marcos Acuña,9178,1991-10-28,172,31
9,5326.850175112633,3816,Argentina,2022-11-22T10:00:00Z,1,Julian Alvarez,10715,2000-01-31,170,22
10,14645.628343148855,3816,Argentina,2022-11-22T10:00:00Z,1,Lionel Messi,1531,1987-06-24,170,35
11,12791.653803602981,3816,Argentina,2022-11-22T10:00:00Z,1,Angel Di Maria,3868,1988-02-14,180,34
13,8302.255246695124,3816,Argentina,2022-11-22T10:00:00Z,1,Cristian Romero,5116,1998-04-27,185,24
17,8684.28856506106,3816,Argentina,2022-11-22T10:00:00Z,1,Papu Gómez,8420,1988-02-15,167,34
19,13034.762381297782,3816,Argentina,2022-11-22T10:00:00Z,1,Nicolás Otamendi,11,1988-02-12,183,34
22,13112.930985595167,3816,Argentina,2022-11-22T10:00:00Z,1,Lautaro Martinez,8138,1997-08-22,174,25
23,5244.310880284701,3816,Argentina,2022-11-22T10:00:00Z,1,Emiliano Martínez,144,1992-09-02,195,30
24,5365.266649935927,3816,Argentina,2022-11-22T10:00:00Z,1,Enzo Fernandez,11856,2001-01-17,178,21
25,6570.46517647191,3816,Argentina,2022-11-22T10:00:00Z,1,Lisandro Martinez,8023,1998-01-18,175,24
26,14708.742012166877,3816,Argentina,2022-11-22T10:00:00Z,1,Nahuel Molina,13222,1998-04-06,175,24
1,8958.79586434429,3819,France,2022-11-22T19:00:00Z,1,Hugo Lloris,61,1986-12-26,188,35
2,12449.720297359981,3819,France,2022-11-22T19:00:00Z,1,Benjamin Pavard,4613,1996-03-28,186,26
5,730.0989846828537,3819,France,2022-11-22T19:00:00Z,1,Jules Kounde,1789,1998-11-12,180,24
7,13710.184235648503,3819,France,2022-11-22T19:00:00Z,1,Antoine Griezmann,1534,1991-03-21,176,31
8,11790.158790382799,3819,France,2022-11-22T19:00:00Z,1,Aurélien Tchouaméni,3888,2000-01-27,188,22
9,11788.155462261642,3819,France,2022-11-22T19:00:00Z,1,Olivier Giroud,113,1986-09-30,192,36
10,13172.153659840915,3819,France,2022-11-22T19:00:00Z,1,Kylian Mbappé,3870,1998-12-20,178,23
11,11219.164163228384,3819,France,2022-11-22T19:00:00Z,1,Ousmane Dembele,1532,1997-05-15,178,25
13,2361.1042097893655,3819,France,2022-11-22T19:00:00Z,1,Youssouf Fofana,3890,1999-01-10,185,23
14,14135.104263236537,3819,France,2022-11-22T19:00:00Z,1,Adrien Rabiot,8054,1995-04-03,188,27
18,12776.171378192035,3819,France,2022-11-22T19:00:00Z,1,Dayot Upamecano,4606,1998-10-27,186,24
20,2207.3435040459926,3819,France,2022-11-22T19:00:00Z,1,Kingsley Coman,4622,1996-06-13,181,26
21,1865.676823024616,3819,France,2022-11-22T19:00:00Z,1,Lucas Hernández,4607,1996-02-14,184,26
22,11277.16553318178,3819,France,2022-11-22T19:00:00Z,1,Theo Hernandez,8583,1997-10-06,184,25
24,11708.716021449132,3819,France,2022-11-22T19:00:00Z,1,Ibrahima Konaté,5097,1999-05-25,194,23
26,723.5716646766257,3819,France,2022-11-22T19:00:00Z,1,Marcus Thuram,4712,1997-08-06,192,25
4,5988.771169171864,3835,Argentina,2022-11-26T19:00:00Z,2,Gonzalo Montiel,8419,1997-01-01,175,25
7,9965.56041122761,3835,Argentina,2022-11-26T19:00:00Z,2,Rodrigo de Paul,6895,1994-05-24,180,28
8,9375.23489655606,3835,Argentina,2022-11-26T19:00:00Z,2,Marcos Acuña,9178,1991-10-28,172,31
9,3453.3659832324024,3835,Argentina,2022-11-26T19:00:00Z,2,Julian Alvarez,10715,2000-01-31,170,22
10,8903.809947464622,3835,Argentina,2022-11-26T19:00:00Z,2,Lionel Messi,1531,1987-06-24,170,35
11,7093.909051219799,3835,Argentina,2022-11-26T19:00:00Z,2,Angel Di Maria,3868,1988-02-14,180,34
13,2040.9611797174196,3835,Argentina,2022-11-26T19:00:00Z,2,Cristian Romero,5116,1998-04-27,185,24
14,2409.4499363492773,3835,Argentina,2022-11-26T19:00:00Z,2,Exequiel Palacios,4590,1998-10-05,177,24
18,5316.678236334834,3835,Argentina,2022-11-26T19:00:00Z,2,Guido Rodríguez,1877,1994-04-12,185,28
19,8237.226056796451,3835,Argentina,2022-11-26T19:00:00Z,2,Nicolás Otamendi,11,1988-02-12,183,34
20,6722.951058240279,3835,Argentina,2022-11-26T19:00:00Z,2,Alexis MacAllister,453,1998-12-24,174,23
22,6089.136442303218,3835,Argentina,2022-11-26T19:00:00Z,2,Lautaro Martinez,8138,1997-08-22,174,25
23,3444.3748106157927,3835,Argentina,2022-11-26T19:00:00Z,2,Emiliano Martínez,144,1992-09-02,195,30
24,4038.8872865045378,3835,Argentina,2022-11-26T19:00:00Z,2,Enzo Fernandez,11856,2001-01-17,178,21
25,8402.850374850304,3835,Argentina,2022-11-26T19:00:00Z,2,Lisandro Martinez,8023,1998-01-18,175,24
26,2445.08750832219,3835,Argentina,2022-11-26T19:00:00Z,2,Nahuel Molina,13222,1998-04-06,175,24
1,3649.532476145054,3850,Argentina,2022-11-30T19:00:00Z,3,Franco Armani,13903,1986-10-16,189,36
2,9124.974468982511,3850,Argentina,2022-11-30T19:00:00Z,3,Juan Foyth,68,1998-01-12,187,24
3,1970.5798051101842,3850,Argentina,2022-11-30T19:00:00Z,3,Nicolas Tagliafico,8025,1992-08-31,172,30
6,6976.339234643826,3850,Argentina,2022-11-30T19:00:00Z,3,German Pezzella,13226,1991-06-27,187,31
8,3808.6756358890916,3850,Argentina,2022-11-30T19:00:00Z,3,Marcos Acuña,9178,1991-10-28,172,31
9,9226.337657534044,3850,Argentina,2022-11-30T19:00:00Z,3,Julian Alvarez,10715,2000-01-31,170,22
10,8820.121800599525,3850,Argentina,2022-11-30T19:00:00Z,3,Lionel Messi,1531,1987-06-24,170,35
13,4973.603901766457,3850,Argentina,2022-11-30T19:00:00Z,3,Cristian Romero,5116,1998-04-27,185,24
14,8656.421080393198,3850,Argentina,2022-11-30T19:00:00Z,3,Exequiel Palacios,4590,1998-10-05,177,24
15,8539.502450962293,3850,Argentina,2022-11-30T19:00:00Z,3,Angel Correa,1389,1995-03-09,171,27
16,5229.645271110298,3850,Argentina,2022-11-30T19:00:00Z,3,Thiago Almada,7757,2001-04-26,171,21
18,6976.044860645859,3850,Argentina,2022-11-30T19:00:00Z,3,Guido Rodríguez,1877,1994-04-12,185,28
20,11135.894307201697,3850,Argentina,2022-11-30T19:00:00Z,3,Alexis MacAllister,453,1998-12-24,174,23
23,1515.9756880753207,3850,Argentina,2022-11-30T19:00:00Z,3,Emiliano Martínez,144,1992-09-02,195,30
24,5336.798311206144,3850,Argentina,2022-11-30T19:00:00Z,3,Enzo Fernandez,11856,2001-01-17,178,21
26,5058.0539887882205,3850,Argentina,2022-11-30T19:00:00Z,3,Nahuel Molina,13222,1998-04-06,175,24
3,2649.428193508436,10503,Argentina,2022-12-03T19:00:00Z,4,Nicolas Tagliafico,8025,1992-08-31,172,30
4,2051.6620603923425,10503,Argentina,2022-12-03T19:00:00Z,4,Gonzalo Montiel,8419,1997-01-01,175,25
7,11006.174461509332,10503,Argentina,2022-12-03T19:00:00Z,4,Rodrigo de Paul,6895,1994-05-24,180,28
8,7521.312267259675,10503,Argentina,2022-12-03T19:00:00Z,4,Marcos Acuña,9178,1991-10-28,172,31
9,7693.889206169832,10503,Argentina,2022-12-03T19:00:00Z,4,Julian Alvarez,10715,2000-01-31,170,22
10,9025.976834704305,10503,Argentina,2022-12-03T19:00:00Z,4,Lionel Messi,1531,1987-06-24,170,35
13,9198.19294269392,10503,Argentina,2022-12-03T19:00:00Z,4,Cristian Romero,5116,1998-04-27,185,24
14,2139.150480437818,10503,Argentina,2022-12-03T19:00:00Z,4,Exequiel Palacios,4590,1998-10-05,177,24
17,4832.700110473824,10503,Argentina,2022-12-03T19:00:00Z,4,Papu Gómez,8420,1988-02-15,167,34
19,9162.082874685937,10503,Argentina,2022-12-03T19:00:00Z,4,Nicolás Otamendi,11,1988-02-12,183,34
20,9064.599462950395,10503,Argentina,2022-12-03T19:00:00Z,4,Alexis MacAllister,453,1998-12-24,174,23
22,2825.060308668924,10503,Argentina,2022-12-03T19:00:00Z,4,Lautaro Martinez,8138,1997-08-22,174,25
23,4467.562503112325,10503,Argentina,2022-12-03T19:00:00Z,4,Emiliano Martínez,144,1992-09-02,195,30
24,10710.46279612027,10503,Argentina,2022-12-03T19:00:00Z,4,Enzo Fernandez,11856,2001-01-17,178,21
25,4491.649745835765,10503,Argentina,2022-12-03T19:00:00Z,4,Lisandro Martinez,8023,1998-01-18,175,24
26,8317.105779773814,10503,Argentina,2022-12-03T19:00:00Z,4,Nahuel Molina,13222,1998-04-06,175,24
1,3570.8715708734967,10504,France,2022-12-04T15:00:00Z,4,Hugo Lloris,61,1986-12-26,188,35
3,451.2828604250009,10504,France,2022-12-04T15:00:00Z,4,Axel Disasi,3878,1998-03-11,190,24
4,8883.98470888371,10504,France,2022-12-04T15:00:00Z,4,Raphael Varane,1675,1993-04-25,191,29
5,8572.059072791737,10504,France,2022-12-04T15:00:00Z,4,Jules Kounde,1789,1998-11-12,180,24
7,10202.992141699679,10504,France,2022-12-04T15:00:00Z,4,Antoine Griezmann,1534,1991-03-21,176,31
8,6923.617580144365,10504,France,2022-12-04T15:00:00Z,4,Aurélien Tchouaméni,3888,2000-01-27,188,22
9,6754.617590452559,10504,France,2022-12-04T15:00:00Z,4,Olivier Giroud,113,1986-09-30,192,36
10,8110.862903433852,10504,France,2022-12-04T15:00:00Z,4,Kylian Mbappé,3870,1998-12-20,178,23
11,7192.7601163156205,10504,France,2022-12-04T15:00:00Z,4,Ousmane Dembele,1532,1997-05-15,178,25
13,2984.9894099625462,10504,France,2022-12-04T15:00:00Z,4,Youssouf Fofana,3890,1999-01-10,185,23
14,9951.973696544213,10504,France,2022-12-04T15:00:00Z,4,Adrien Rabiot,8054,1995-04-03,188,27
18,8829.326238289406,10504,France,2022-12-04T15:00:00Z,4,Dayot Upamecano,4606,1998-10-27,186,24
20,1984.9369056379255,10504,France,2022-12-04T15:00:00Z,4,Kingsley Coman,4622,1996-06-13,181,26
22,8650.160761216186,10504,France,2022-12-04T15:00:00Z,4,Theo Hernandez,8583,1997-10-06,184,25
26,1859.2592866903533,10504,France,2022-12-04T15:00:00Z,4,Marcus Thuram,4712,1997-08-06,192,25
2,9218.232972625838,10511,Argentina,2022-12-09T19:00:00Z,5,Juan Foyth,68,1998-01-12,187,24
4,9305.029135737115,10511,Argentina,2022-12-09T19:00:00Z,5,Gonzalo Montiel,8419,1997-01-01,175,25
5,9937.220975041515,10511,Argentina,2022-12-09T19:00:00Z,5,Leandro Paredes,3856,1994-06-29,180,28
7,4750.538586417913,10511,Argentina,2022-12-09T19:00:00Z,5,Rodrigo de Paul,6895,1994-05-24,180,28
8,10463.917970722994,10511,Argentina,2022-12-09T19:00:00Z,5,Marcos Acuña,9178,1991-10-28,172,31
9,3047.3294584468767,10511,Argentina,2022-12-09T19:00:00Z,5,Julian Alvarez,10715,2000-01-31,170,22
10,8120.451158447148,10511,Argentina,2022-12-09T19:00:00Z,5,Lionel Messi,1531,1987-06-24,170,35
11,5635.2647932396285,10511,Argentina,2022-12-09T19:00:00Z,5,Angel Di Maria,3868,1988-02-14,180,34
15,5273.1069512900085,10511,Argentina,2022-12-09T19:00:00Z,5,Angel Correa,1389,1995-03-09,171,27
17,6639.782870265508,10511,Argentina,2022-12-09T19:00:00Z,5,Papu Gómez,8420,1988-02-15,167,34
19,1987.816088771116,10511,Argentina,2022-12-09T19:00:00Z,5,Nicolás Otamendi,11,1988-02-12,183,34
20,5534.154139292165,10511,Argentina,2022-12-09T19:00:00Z,5,Alexis MacAllister,453,1998-12-24,174,23
21,11028.668626881663,10511,Argentina,2022-12-09T19:00:00Z,5,Paulo Dybala,8058,1993-11-15,177,29
22,10645.738756314144,10511,Argentina,2022-12-09T19:00:00Z,5,Lautaro Martinez,8138,1997-08-22,174,25
23,4262.706635952995,10511,Argentina,2022-12-09T19:00:00Z,5,Emiliano Martínez,144,1992-09-02,195,30
1,3887.3202668313274,10513,France,2022-12-10T19:00:00Z,5,Hugo Lloris,61,1986-12-26,188,35
2,8488.168516567426,10513,France,2022-12-10T19:00:00Z,5,Benjamin Pavard,4613,1996-03-28,186,26
3,9391.019749748051,10513,France,2022-12-10T19:00:00Z,5,Axel Disasi,3878,1998-03-11,190,24
4,10401.952690510934,10513,France,2022-12-10T19:00:00Z,5,Raphael Varane,1675,1993-04-25,191,29
5,8691.044564536181,10513,France,2022-12-10T19:00:00Z,5,Jules Kounde,1789,1998-11-12,180,24
6,8878.049908629566,10513,France,2022-12-10T19:00:00Z,5,Mattéo Guendouzi,158,1999-04-14,185,23
7,246.85311285179088,10513,France,2022-12-10T19:00:00Z,5,Antoine Griezmann,1534,1991-03-21,176,31
8,8725.155916156335,10513,France,2022-12-10T19:00:00Z,5,Aurélien Tchouaméni,3888,2000-01-27,188,22
9,8937.554348994976,10513,France,2022-12-10T19:00:00Z,5,Olivier Giroud,113,1986-09-30,192,36
10,1670.7156460115646,10513,France,2022-12-10T19:00:00Z,5,Kylian Mbappé,3870,1998-12-20,178,23
11,1237.4061484889587,10513,France,2022-12-10T19:00:00Z,5,Ousmane Dembele,1532,1997-05-15,178,25
17,7517.190505427887,10513,France,2022-12-10T19:00:00Z,5,William Saliba,1895,2001-03-24,192,21
19,1546.3184577832787,10513,France,2022-12-10T19:00:00Z,5,NA,NA,NA,NA,NA
20,8479.193066301848,10513,France,2022-12-10T19:00:00Z,5,Kingsley Coman,4622,1996-06-13,181,26
22,10429.161867589977,10513,France,2022-12-10T19:00:00Z,5,Theo Hernandez,8583,1997-10-06,184,25
2,812.7550095700524,10514,Argentina,2022-12-13T19:00:00Z,6,Juan Foyth,68,1998-01-12,187,24
3,9701.557979870902,10514,Argentina,2022-12-13T19:00:00Z,6,Nicolas Tagliafico,8025,1992-08-31,172,30
5,6958.118599788572,10514,Argentina,2022-12-13T19:00:00Z,6,Leandro Paredes,3856,1994-06-29,180,28
7,8027.792041321493,10514,Argentina,2022-12-13T19:00:00Z,6,Rodrigo de Paul,6895,1994-05-24,180,28
9,8048.099451908088,10514,Argentina,2022-12-13T19:00:00Z,6,Julian Alvarez,10715,2000-01-31,170,22
10,9539.442701845259,10514,Argentina,2022-12-13T19:00:00Z,6,Lionel Messi,1531,1987-06-24,170,35
13,8483.1776405705,10514,Argentina,2022-12-13T19:00:00Z,6,Cristian Romero,5116,1998-04-27,185,24
14,1643.6528077198925,10514,Argentina,2022-12-13T19:00:00Z,6,Exequiel Palacios,4590,1998-10-05,177,24
15,934.5532551028743,10514,Argentina,2022-12-13T19:00:00Z,6,Angel Correa,1389,1995-03-09,171,27
19,8504.541420977359,10514,Argentina,2022-12-13T19:00:00Z,6,Nicolás Otamendi,11,1988-02-12,183,34
20,9113.59373156037,10514,Argentina,2022-12-13T19:00:00Z,6,Alexis MacAllister,453,1998-12-24,174,23
21,2240.0295834845842,10514,Argentina,2022-12-13T19:00:00Z,6,Paulo Dybala,8058,1993-11-15,177,29
23,3583.0122984576046,10514,Argentina,2022-12-13T19:00:00Z,6,Emiliano Martínez,144,1992-09-02,195,30
24,10178.580133223737,10514,Argentina,2022-12-13T19:00:00Z,6,Enzo Fernandez,11856,2001-01-17,178,21
25,2829.260981169982,10514,Argentina,2022-12-13T19:00:00Z,6,Lisandro Martinez,8023,1998-01-18,175,24
26,7653.721674898726,10514,Argentina,2022-12-13T19:00:00Z,6,Nahuel Molina,13222,1998-04-06,175,24
1,3452.7282768865875,10515,France,2022-12-14T19:00:00Z,6,Hugo Lloris,61,1986-12-26,188,35
4,8421.360306706223,10515,France,2022-12-14T19:00:00Z,6,Raphael Varane,1675,1993-04-25,191,29
5,9094.324375389097,10515,France,2022-12-14T19:00:00Z,6,Jules Kounde,1789,1998-11-12,180,24
7,10119.764010791707,10515,France,2022-12-14T19:00:00Z,6,Antoine Griezmann,1534,1991-03-21,176,31
8,10360.862793762739,10515,France,2022-12-14T19:00:00Z,6,Aurélien Tchouaméni,3888,2000-01-27,188,22
9,6432.673729251043,10515,France,2022-12-14T19:00:00Z,6,Olivier Giroud,113,1986-09-30,192,36
10,8843.980840801492,10515,France,2022-12-14T19:00:00Z,6,Kylian Mbappé,3870,1998-12-20,178,23
11,8124.922102141435,10515,France,2022-12-14T19:00:00Z,6,Ousmane Dembele,1532,1997-05-15,178,25
12,1749.0579051641907,10515,France,2022-12-14T19:00:00Z,6,Randal Kolo Muani,4194,1998-12-05,187,24
13,9597.301590290816,10515,France,2022-12-14T19:00:00Z,6,Youssouf Fofana,3890,1999-01-10,185,23
22,8744.52295499173,10515,France,2022-12-14T19:00:00Z,6,Theo Hernandez,8583,1997-10-06,184,25
24,8288.86627132209,10515,France,2022-12-14T19:00:00Z,6,Ibrahima Konaté,5097,1999-05-25,194,23
26,2967.801626827366,10515,France,2022-12-14T19:00:00Z,6,Marcus Thuram,4712,1997-08-06,192,25
